resource_id,X,Y,norm_X,norm_Y,zoom
data_NCMch15.txt,1009.34577941435,47.6039543151855,14.996654965116,0.431182403811759,2
data_LNch9.txt,925.670304592638,68.6395721435547,8.70180273082234,0.772116242196996,3
data_LNch6.txt,925.670304592639,149.939254760742,8.70180273082235,2.08977722464736,4
data_LNch7.txt,925.670304592639,99.6521530151367,8.70180273082235,1.27475126442685,5
data_LNch12.txt,925.670304592638,204.67138671875,8.70180273082234,2.97684581391815,6
data_NCMch12.txt,1023.79154462087,185.737442016601,16.0834006045054,2.66997474905351,2
data_LNch14.txt,932.745568343844,206.959869384766,9.23407027907814,3.01393629472878,3
data_NCMch10.txt,1019.73741242661,78.8727569580078,15.7784108431024,0.937970128979057,4
data_LNch2.txt,933.237062148078,348.4404296875,9.2710450423325,5.30697616997569,5
data_LNch8.txt,934.971500295997,210.823974609375,9.40152571034107,3.07656360793152,6
data_LNch10.txt,940.388871886078,183.274444580078,9.80907109601692,2.63005582787809,2
data_NCMch24.txt,1075.68766999431,249.333068847656,19.9875127885624,3.70069803642879,3
data_NCMch23.txt,1034.0102250465,21.6090526580811,16.8521453704704,0.009871193810066,4
data_NCMch22.txt,1076.29184193585,69.3013610839844,20.0329642557242,0.782842156952745,5
data_NCMch9.txt,1074.38687616103,169.225921630859,19.8896549038571,2.40236501832835,6
data_NCMch21.txt,989.779791719119,184.370269775391,13.5247182761172,2.64781636588964,2
data_NCMch3.txt,990.872011461947,46.7569274902344,13.6068852659446,0.417454254298774,3
data_NCMch20.txt,990.870923975609,162.457656860352,13.6068034550458,2.29266866872531,4
data_NCMch19.txt,1001.05858474522,64.1574401855469,14.3732146322093,0.699472288258458,5
data_NCMch5.txt,993.331020114545,107.744575500488,13.7918749076997,1.40590884117485,6
data_NCMch2.txt,993.55299141216,169.474472045898,13.8085736658689,2.40639338810208,2
data_LNch5.txt,1058.09224390439,151.336868286133,18.6638201836333,2.11242898356779,3
data_LNch3.txt,1058.09224390439,94.784309387207,18.6638201836333,1.19585590578942,4
data_NCMch18.txt,1060.87325659207,266.549560546875,18.8730339821555,3.97973355829619,5
data_LNch4.txt,965.141386882513,203.688430786133,11.6711869030882,2.9609145994511,6
data_NetworkCENTRALITYL2.txt,1075.01786399167,637.385314941406,19.9371237131347,9.99003751930966,2
data_NetworkCENTRALITYL2(1).txt,1075.02328697312,637.385314941406,19.9375316805464,9.99003751930966,3
data_NCMch17.txt,1139.24884353767,161.193161010742,24.7691790551275,2.27217440860198,4
data_LNch13.txt,1043.52288328685,235.281433105469,17.5677765408458,3.47295677642575,5
data_MAS(1).txt,1051.8451005945,86.417236328125,18.1938516043567,1.060246942109,6
data_MAS.txt,1051.8451005945,86.417236328125,18.1938516043567,1.060246942109,2
data_mandate-3_2.0.txt,1037.50065689484,412.470275878906,17.1147283168594,6.34473704828049,3
data_NCMch13.txt,1059.32896471008,201.235549926758,18.7568578956208,2.92115964224891,4
data_RHEMch5.txt,1107.1406318409,212.761596679688,22.3536989091319,3.10796753127532,5
data_RHEMch2.txt,1106.61222080655,263.511657714844,22.3139468863641,3.9304968835469,6
data_NCMch11.txt,1058.19821050609,171.332412719727,18.6717919830271,2.4365058787638,2
data_LNch15.txt,1008.56184523528,190.963409423828,14.9376801002691,2.75467438288214,3
data_Mandate2.txt,1040.4882766857,407.909545898437,17.3394850350709,6.27081922039607,4
data_RHEMch4.txt,1109.67086498479,184.861999511719,22.5440467236264,2.65578605367453,5
data_RHEMch10.txt,1114.10136444586,202.588363647461,22.877350352808,2.94308531033162,6
data_NCMch8.txt,1103.84460827437,153.713134765625,22.1057411729343,2.15094221662277,2
data_LNch1.txt,1034.42849517833,408.681915283203,16.8836115638745,6.28333736277477,3
data_LNch11.txt,982.160679200533,209.714584350586,12.951537334352,3.05858321475828,4
data_RHEMch8.txt,1112.31233657141,251.818450927734,22.7427629347296,3.74097975571693,5
data_Mandate-1.txt,1068.7972553885,257.070068359375,19.4691513228047,3.82609511117301,6
data_Mandate-1(1).txt,1068.7957213517,257.070068359375,19.469035918201,3.82609511117302,2
data_RHEMch3.txt,1112.55161694269,353.300659179688,22.760763843395,5.38574812284745,3
data_SocialLearningL1.txt,1090.30427421012,392.131286621094,21.0871105369084,6.01509378640346,4
data_SocialLearningL2.txt,1089.33338750066,544.194946289063,21.014071353261,8.47965877291836,5
data_RHEMch16.txt,1159.03372477911,165.139312744141,26.2575829650336,2.33613148693907,6
data_RHEMch11.txt,1166.61805398453,152.687088012695,26.8281471804878,2.13431260960608,2
data_RHEMch15.txt,1156.88274332694,155.549789428711,26.0957660117518,2.18070971521412,3
data_RHEMch6.txt,1156.15417444112,160.068969726563,26.0409562423595,2.25395412846941,4
data_RHEMch13.txt,1188.07160599423,206.743362426758,28.4420841206668,3.01042726785669,5
data_RHEMch7.txt,1151.54772131785,257.707092285156,25.6944157321685,3.83641964805764,6
data_NCMch14.txt,1043.24209421841,75.2490997314453,17.5466529595505,0.879239865987768,2
data_RHEMch12.txt,1136.3989977787,251.636688232422,24.5547869888561,3.7380338449339,3
data_NCMch1.txt,1033.47815968489,206.625991821289,16.8121184350104,3.00852498899982,4
data_NCMch6.txt,1490.87578650486,46.5225296020508,51.2218481590811,0.41365526097327,5
data_NCMch7.txt,1490.87578650486,158.319686889648,51.2218481590811,2.22560270485654,6
data_NCMch16.txt,1064.60661758901,145.058746337891,19.153892332384,2.01067660191071,2
data_AllocationCGTL1.txt,1064.91752442186,585.273681640625,19.1772816537544,9.14544054522893,3
